"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season"
"927",425,"02-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,56,32,"summer"
"928",425,"05-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,61,26,"summer"
"929",425,"09-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,53,34,"summer"
"930",425,"12-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,28,69,31,"summer"
"931",425,"16-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,57,22,"summer"
"932",425,"19-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,62,31,"summer"
"933",425,"23-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,52,27,"summer"
"934",425,"26-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,28,53,31,"summer"
"935",425,"30-06-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,50,30,"summer"
"936",425,"03-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,50,30,"rainy"
"937",425,"07-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,26,"rainy"
"938",425,"10-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,62,35,"rainy"
"939",425,"14-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,56,34,"rainy"
"940",425,"17-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,25,63,30,"rainy"
"941",425,"21-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,56,30,"rainy"
"942",425,"24-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,25,55,26,"rainy"
"943",425,"28-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,24,50,30,"rainy"
"944",425,"31-07-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,45,26,"rainy"
"945",425,"04-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,48,26,"rainy"
"946",425,"07-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,47,30,"rainy"
"947",425,"11-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,55,26,"rainy"
"948",425,"14-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,27,56,21,"rainy"
"949",425,"18-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,55,21,"rainy"
"950",425,"21-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,51,30,"rainy"
"951",425,"25-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,25,"rainy"
"952",425,"28-08-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,51,26,"rainy"
"953",425,"01-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,53,30,"rainy"
"954",425,"04-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,28,55,21,"rainy"
"955",425,"08-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,52,30,"rainy"
"956",425,"11-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,56,26,"rainy"
"957",425,"15-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,25,49,21,"rainy"
"958",425,"18-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,58,25,"rainy"
"959",425,"22-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,26,57,25,"rainy"
"960",425,"25-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,25,44,23,"rainy"
"961",425,"29-09-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,55,28,"rainy"
"962",425,"02-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,53,18,"winter"
"963",425,"06-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,27,74,27,"winter"
"964",425,"09-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,55,27,"winter"
"965",425,"13-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,51,32,"winter"
"966",425,"14-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,53,27,"winter"
"967",425,"20-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,54,32,"winter"
"968",425,"23-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,28,61,31,"winter"
"969",425,"27-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,61,22,"winter"
"970",425,"29-10-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,27,59,25,"winter"
"971",425,"03-11-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,64,26,"winter"
"972",425,"06-11-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,63,30,"winter"
"973",425,"11-11-15","Odisha","Cuttack","R.O. Cuttack Office, Surya Vihar, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,33,236,158,"winter"
