"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season"
"1006",426,"05-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,123,44,"summer"
"1007",426,"09-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,115,38,"summer"
"1008",426,"12-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,110,44,"summer"
"1009",426,"16-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,124,38,"summer"
"1010",426,"19-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,30,105,42,"summer"
"1011",426,"23-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,34,111,35,"summer"
"1012",426,"26-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,34,122,38,"summer"
"1013",426,"30-03-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,106,34,"summer"
"1014",426,"02-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,90,38,"summer"
"1015",426,"06-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,30,96,34,"summer"
"1016",426,"09-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,84,35,"summer"
"1017",426,"13-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,88,31,"summer"
"1018",426,"16-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,77,30,"summer"
"1019",426,"20-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,80,35,"summer"
"1020",426,"23-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,81,29,"summer"
"1021",426,"27-04-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,30,79,34,"summer"
"1022",426,"04-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,82,27,"summer"
"1023",426,"07-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,78,26,"summer"
"1024",426,"11-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,30,77,31,"summer"
"1025",426,"14-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,72,26,"summer"
"1026",426,"18-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,34,74,27,"summer"
"1027",426,"21-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,73,31,"summer"
"1028",426,"25-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,92,30,"summer"
"1029",426,"28-05-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,34,74,26,"summer"
"1030",426,"01-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,82,31,"summer"
"1031",426,"04-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,34,86,26,"summer"
"1032",426,"08-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,36,78,30,"summer"
"1033",426,"11-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,34,78,31,"summer"
"1034",426,"15-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,68,27,"summer"
"1035",426,"18-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,66,30,"summer"
"1036",426,"22-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,37,71,26,"summer"
"1037",426,"25-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,77,21,"summer"
"1038",426,"29-06-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,68,30,"summer"
"1039",426,"02-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,57,30,"rainy"
"1040",426,"06-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,69,26,"rainy"
"1041",426,"09-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,28,71,30,"rainy"
"1042",426,"13-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,53,22,"rainy"
"1043",426,"16-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,62,26,"rainy"
"1044",426,"20-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,42,21,"rainy"
"1045",426,"23-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,51,22,"rainy"
"1046",426,"27-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,60,26,"rainy"
"1047",426,"30-07-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,57,22,"rainy"
"1048",426,"03-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,66,26,"rainy"
"1049",426,"06-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,67,25,"rainy"
"1050",426,"10-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,35,45,22,"rainy"
"1051",426,"13-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,66,25,"rainy"
"1052",426,"17-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,34,73,30,"rainy"
"1053",426,"20-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,33,83,26,"rainy"
"1054",426,"24-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,36,62,25,"rainy"
"1055",426,"27-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,65,21,"rainy"
"1056",426,"31-08-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,34,57,25,"rainy"
"1057",426,"03-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,33,63,31,"rainy"
"1058",426,"09-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,85,26,"rainy"
"1059",426,"10-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,33,82,27,"rainy"
"1060",426,"14-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,32,80,23,"rainy"
"1061",426,"17-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,33,86,18,"rainy"
"1062",426,"21-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,85,23,"rainy"
"1063",426,"24-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,71,18,"rainy"
"1064",426,"28-09-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,77,27,"rainy"
"1065",426,"01-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,86,27,"winter"
"1066",426,"05-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,84,23,"winter"
"1067",426,"08-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,86,27,"winter"
"1068",426,"12-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,91,25,"winter"
"1069",426,"14-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,80,30,"winter"
"1070",426,"19-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,89,21,"winter"
"1071",426,"23-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,38,87,38,"winter"
"1072",426,"26-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,83,25,"winter"
"1073",426,"29-10-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,34,79,34,"winter"
"1074",426,"02-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,33,81,25,"winter"
"1075",426,"05-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,92,42,"winter"
"1076",426,"09-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,86,29,"winter"
"1077",426,"11-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,44,335,205,"winter"
"1078",426,"16-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,110,25,"winter"
"1079",426,"19-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,131,30,"winter"
"1080",426,"23-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,129,51,"winter"
"1081",426,"26-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,34,140,46,"winter"
"1082",426,"30-11-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,149,38,"winter"
"1083",426,"03-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,30,132,51,"winter"
"1084",426,"07-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,34,154,55,"winter"
"1085",426,"10-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,166,46,"winter"
"1086",426,"14-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,30,158,51,"winter"
"1087",426,"17-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,171,63,"winter"
"1088",426,"21-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,32,133,55,"winter"
"1089",426,"24-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,184,76,"winter"
"1090",426,"28-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,32,138,54,"winter"
"1091",426,"31-12-15","Odisha","Cuttack","Roof of Traffic Tower, Badambadi, Cuttack","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,35,173,80,"winter"
"1092",427,"01-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,71,56,"rainy"
"1093",427,"03-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,75,46,"rainy"
"1094",427,"07-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,14,67,58,"rainy"
"1095",427,"09-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,17,68,54,"rainy"
"1096",427,"14-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,18,72,46,"rainy"
"1097",427,"16-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,79,44,"rainy"
"1098",427,"21-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,73,50,"rainy"
"1099",427,"23-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,69,48,"rainy"
"1100",427,"28-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,73,46,"rainy"
"1101",427,"30-09-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,15,71,52,"rainy"
"1102",427,"01-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,78,48,"winter"
"1103",427,"03-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,72,52,"winter"
"1104",427,"07-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,16,71,46,"winter"
"1105",427,"09-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,75,52,"winter"
"1106",427,"14-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,16,76,48,"winter"
"1107",427,"16-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,68,50,"winter"
"1108",427,"28-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,14,71,56,"winter"
"1109",427,"30-10-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,16,77,48,"winter"
"1110",427,"02-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,83,58,"winter"
"1111",427,"04-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,88,48,"winter"
"1112",427,"07-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,15,72,52,"winter"
"1113",427,"09-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,91,46,"winter"
"1114",427,"16-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,75,50,"winter"
"1115",427,"18-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,14,88,52,"winter"
"1116",427,"21-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,71,46,"winter"
"1117",427,"23-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,76,50,"winter"
"1118",427,"28-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,81,52,"winter"
"1119",427,"30-11-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,16,76,46,"winter"
"1120",427,"02-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,16,84,54,"winter"
"1121",427,"04-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,77,44,"winter"
"1122",427,"07-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,87,50,"winter"
"1123",427,"09-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,74,48,"winter"
"1124",427,"14-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,19,87,52,"winter"
"1125",427,"16-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,18,87,46,"winter"
"1126",427,"21-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,14,82,48,"winter"
"1127",427,"23-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,17,69,50,"winter"
"1128",427,"28-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,15,78,52,"winter"
"1129",427,"30-12-15","Odisha","Sambalpur","Roof of Filter Plant, PHD Office, Modipara, sambalpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,84,48,"winter"
"1130",428,"05-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,94,52,"winter"
"1131",428,"08-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,82,40,"winter"
"1132",428,"12-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,46,"winter"
"1133",428,"15-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,95,66,"winter"
"1134",428,"17-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,102,74,"winter"
"1135",428,"19-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,86,55,"winter"
"1136",428,"21-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,99,64,"winter"
"1137",428,"28-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,91,58,"winter"
"1138",428,"31-01-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,44,"winter"
"1139",428,"02-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,85,48,"winter"
"1140",428,"04-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,54,"winter"
"1141",428,"07-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,86,42,"winter"
"1142",428,"09-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,100,68,"winter"
"1143",428,"13-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,79,38,"winter"
"1144",428,"18-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,81,44,"winter"
"1145",428,"24-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,94,62,"winter"
"1146",428,"26-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,87,58,"winter"
"1147",428,"28-02-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,50,"winter"
"1148",428,"02-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,42,"summer"
"1149",428,"07-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,99,56,"summer"
"1150",428,"10-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,86,38,"summer"
"1151",428,"13-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,78,32,"summer"
"1152",428,"16-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,85,44,"summer"
"1153",428,"18-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,83,40,"summer"
"1154",428,"21-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,90,52,"summer"
"1155",428,"24-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,99,84,"summer"
"1156",428,"27-03-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,48,"summer"
"1157",428,"02-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,NA,"summer"
"1158",428,"06-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,87,NA,"summer"
"1159",428,"09-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,77,NA,"summer"
"1160",428,"13-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,77,NA,"summer"
"1161",428,"17-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,81,NA,"summer"
"1162",428,"20-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,NA,"summer"
"1163",428,"23-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,87,NA,"summer"
"1164",428,"27-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,NA,"summer"
