"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"1169",1315,1315,429,"2015-12-08","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,95,55,"winter",4,1
"1170",1316,1316,429,"2015-12-11","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,102,50,"winter",4,1
"1171",1317,1317,429,"2015-12-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,85,42,"winter",4,1
"1172",1318,1318,429,"2015-12-18","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,113,44,"winter",4,1
"1173",1319,1319,429,"2015-12-22","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,95,48,"winter",4,1
"1174",1320,1320,429,"2015-12-26","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,116,54,"winter",4,1
"1175",1321,1321,429,"2015-12-30","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,105,56,"winter",4,1
"1176",1322,1322,471,"2015-01-02","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,24,155,137,"winter",1,0
"1177",1323,1323,471,"2015-01-06","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,25,173,157,"winter",1,0
"1178",1324,1324,471,"2015-01-09","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,181,146,"winter",1,0
"1179",1325,1325,471,"2015-01-13","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,25,172,121,"winter",1,0
"1180",1326,1326,471,"2015-01-16","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,27,189,107,"winter",1,0
"1181",1327,1327,471,"2015-01-20","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",12,27,193,173,"winter",1,0
"1182",1328,1328,471,"2015-01-23","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,24,155,118,"winter",1,0
"1183",1329,1329,471,"2015-01-27","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,29,159,101,"winter",1,0
"1184",1330,1330,471,"2015-01-30","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,24,168,113,"winter",1,0
"1185",1331,1331,471,"2015-02-03","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",12,25,175,79,"winter",1,0
"1186",1332,1332,471,"2015-02-06","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,26,175,102,"winter",1,0
"1187",1333,1333,471,"2015-02-10","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,23,155,148,"winter",1,0
"1188",1334,1334,471,"2015-02-13","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,27,169,96,"winter",1,0
"1189",1335,1335,471,"2015-02-17","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,26,158,84,"winter",1,0
"1190",1336,1336,471,"2015-02-20","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,26,168,114,"winter",1,0
"1191",1337,1337,471,"2015-02-24","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,22,166,69,"winter",1,0
"1192",1338,1338,471,"2015-02-27","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,26,159,100,"winter",1,0
"1193",1339,1339,471,"2015-09-01","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,22,84,41,"rainy",3,0
"1194",1340,1340,471,"2015-09-04","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,22,87,43,"rainy",3,0
"1195",1341,1341,471,"2015-09-08","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,23,89,31,"rainy",3,0
"1196",1342,1342,471,"2015-09-11","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,80,44,"rainy",3,0
"1197",1343,1343,471,"2015-09-15","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,21,57,34,"rainy",3,0
"1198",1344,1344,471,"2015-09-18","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,23,80,33,"rainy",3,0
"1199",1345,1345,471,"2015-09-22","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",7,20,91,35,"rainy",3,0
"1200",1346,1346,471,"2015-09-25","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,24,106,43,"rainy",3,0
"1201",1347,1347,471,"2015-09-29","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,23,107,47,"rainy",3,0
"1202",1348,1348,471,"2015-10-01","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,22,136,47,"winter",3,0
"1203",1349,1349,471,"2015-10-06","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",7,22,129,51,"winter",3,0
"1204",1350,1350,471,"2015-10-09","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,24,156,53,"winter",3,0
"1205",1351,1351,471,"2015-10-13","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,121,64,"winter",3,0
"1206",1352,1352,471,"2015-10-16","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,22,136,42,"winter",3,0
"1207",1353,1353,471,"2015-10-20","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",8,23,132,50,"winter",3,0
"1208",1354,1354,471,"2015-10-23","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",7,20,132,35,"winter",3,0
"1209",1355,1355,471,"2015-10-27","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,124,39,"winter",3,0
"1210",1356,1356,471,"2015-10-30","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,22,133,50,"winter",3,0
"1211",1357,1357,471,"2015-11-03","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,140,46,"winter",3,0
"1212",1358,1358,471,"2015-11-06","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,24,128,48,"winter",3,0
"1213",1359,1359,471,"2015-11-10","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,151,83,"winter",3,0
"1214",1360,1360,471,"2015-11-13","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,132,89,"winter",3,0
"1215",1361,1361,471,"2015-11-17","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,27,142,80,"winter",3,0
"1216",1362,1362,471,"2015-11-20","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,25,138,90,"winter",3,0
"1217",1363,1363,471,"2015-11-24","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,26,128,77,"winter",3,0
"1218",1364,1364,471,"2015-11-27","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,22,131,88,"winter",3,0
"1219",1365,1365,471,"2015-12-01","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",11,26,150,97,"winter",4,0
"1220",1366,1366,471,"2015-12-04","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,144,83,"winter",4,0
"1221",1367,1367,471,"2015-12-08","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,24,145,92,"winter",4,0
"1222",1368,1368,471,"2015-12-11","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",9,23,128,85,"winter",4,0
"1223",1369,1369,471,"2015-12-15","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,25,137,72,"winter",4,0
"1224",1370,1370,471,"2015-12-18","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,28,121,51,"winter",4,0
"1225",1371,1371,471,"2015-12-22","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",12,25,115,71,"winter",4,0
"1226",1372,1372,471,"2015-12-25","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,27,131,81,"winter",4,0
"1227",1373,1373,471,"2015-12-29","Odisha","Talcher","Coal Field Area, Talcher","Odisha State Pollution Control Board","Industrial Area",10,26,145,83,"winter",4,0
"1228",1374,1374,552,"2015-02-07","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,146,104,"winter",1,1
"1229",1375,1375,552,"2015-02-09","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,46,"winter",1,1
"1230",1376,1376,552,"2015-02-12","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,53,41,"winter",1,1
"1231",1377,1377,552,"2015-02-16","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,75,45,"winter",1,1
"1232",1378,1378,552,"2015-02-18","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,111,39,"winter",1,1
"1233",1379,1379,552,"2015-02-20","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,135,42,"winter",1,1
"1234",1380,1380,552,"2015-02-23","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,100,37,"winter",1,1
"1235",1381,1381,552,"2015-02-27","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,80,42,"winter",1,1
"1236",1382,1382,552,"2015-04-02","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,138,54,"summer",2,1
"1237",1383,1383,552,"2015-04-06","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,79,42,"summer",2,1
"1238",1384,1384,552,"2015-04-09","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,42,"summer",2,1
"1239",1385,1385,552,"2015-04-13","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,67,40,"summer",2,1
"1240",1386,1386,552,"2015-04-18","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,47,28,"summer",2,1
"1241",1387,1387,552,"2015-04-21","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,54,27,"summer",2,1
"1242",1388,1388,552,"2015-04-24","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,26,17,"summer",2,1
"1243",1389,1389,552,"2015-04-27","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,26,20,"summer",2,1
"1244",1390,1390,552,"2015-04-29","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,51,36,"summer",2,1
"1245",1391,1391,552,"2015-05-04","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,50,34,"summer",2,1
"1246",1392,1392,552,"2015-05-07","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,83,44,"summer",2,1
"1247",1393,1393,552,"2015-05-11","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,73,42,"summer",2,1
"1248",1394,1394,552,"2015-05-14","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,57,30,"summer",2,1
"1249",1395,1395,552,"2015-05-18","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,12,"summer",2,1
"1250",1396,1396,552,"2015-05-20","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,86,39,"summer",2,1
"1251",1397,1397,552,"2015-05-25","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,94,29,"summer",2,1
"1252",1398,1398,552,"2015-05-28","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,80,34,"summer",2,1
"1253",1399,1399,552,"2015-06-01","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,72,37,"summer",2,1
"1254",1400,1400,552,"2015-06-04","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,33,13,"summer",2,1
"1255",1401,1401,552,"2015-06-08","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,58,29,"summer",2,1
"1256",1402,1402,552,"2015-06-11","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,53,5,"summer",2,1
"1257",1403,1403,552,"2015-06-16","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,22,8,"summer",2,1
"1258",1404,1404,552,"2015-06-18","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,56,20,"summer",2,1
"1259",1405,1405,552,"2015-06-25","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,73,20,"summer",2,1
"1260",1406,1406,552,"2015-06-29","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,59,29,"summer",2,1
"1261",1407,1407,552,"2015-07-02","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,42,34,"rainy",2,1
"1262",1408,1408,552,"2015-07-06","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,37,24,"rainy",2,1
"1263",1409,1409,552,"2015-07-13","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,70,49,"rainy",2,1
"1264",1410,1410,552,"2015-07-20","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,30,18,"rainy",2,1
"1265",1411,1411,552,"2015-07-23","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,24,"rainy",2,1
"1266",1412,1412,552,"2015-07-30","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,30,19,"rainy",2,1
"1267",1413,1413,552,"2015-08-03","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,55,33,"rainy",3,1
"1268",1414,1414,552,"2015-08-06","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,47,16,"rainy",3,1
"1269",1415,1415,552,"2015-08-10","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,61,25,"rainy",3,1
"1270",1416,1416,552,"2015-08-17","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,33,33,"rainy",3,1
"1271",1417,1417,552,"2015-08-24","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,46,31,"rainy",3,1
"1272",1418,1418,552,"2015-08-27","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,60,35,"rainy",3,1
"1273",1419,1419,552,"2015-09-03","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,67,46,"rainy",3,1
"1274",1420,1420,552,"2015-09-07","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,23,10,"rainy",3,1
"1275",1421,1421,552,"2015-09-14","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,35,21,"rainy",3,1
"1276",1422,1422,552,"2015-09-19","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,17,15,"rainy",3,1
"1277",1423,1423,552,"2015-09-21","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,35,31,"rainy",3,1
"1278",1424,1424,552,"2015-09-25","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,80,58,"rainy",3,1
"1279",1425,1425,552,"2015-09-28","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,102,56,"rainy",3,1
"1280",1426,1426,552,"2015-10-01","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,97,43,"winter",3,1
"1281",1427,1427,552,"2015-10-07","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,150,55,"winter",3,1
"1282",1428,1428,552,"2015-10-08","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,142,48,"winter",3,1
"1283",1429,1429,552,"2015-10-13","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,144,65,"winter",3,1
"1284",1430,1430,552,"2015-10-16","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,114,48,"winter",3,1
"1285",1431,1431,552,"2015-10-19","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,52,31,"winter",3,1
"1286",1432,1432,552,"2015-10-26","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,84,37,"winter",3,1
"1287",1433,1433,552,"2015-10-29","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,83,51,"winter",3,1
"1288",1434,1434,552,"2015-11-02","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,119,61,"winter",3,1
"1289",1435,1435,552,"2015-11-09","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,144,81,"winter",3,1
"1290",1436,1436,552,"2015-11-12","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,135,80,"winter",3,1
"1291",1437,1437,552,"2015-11-16","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,100,92,"winter",3,1
"1292",1438,1438,552,"2015-11-19","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,113,78,"winter",3,1
"1293",1439,1439,552,"2015-11-23","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,123,64,"winter",3,1
"1294",1440,1440,552,"2015-11-26","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,198,118,"winter",3,1
"1295",1441,1441,552,"2015-11-30","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,146,77,"winter",3,1
"1296",1442,1442,552,"2015-12-03","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,113,55,"winter",4,1
"1297",1443,1443,552,"2015-12-07","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,155,77,"winter",4,1
"1298",1444,1444,552,"2015-12-10","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,122,79,"winter",4,1
"1299",1445,1445,552,"2015-12-14","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,140,81,"winter",4,1
"1300",1446,1446,552,"2015-12-17","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,177,117,"winter",4,1
"1301",1447,1447,552,"2015-12-24","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,100,67,"winter",4,1
"1302",1448,1448,552,"2015-12-28","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,105,68,"winter",4,1
"1303",1449,1449,552,"2015-12-31","Odisha","Keonjhar","Regional Office, Keonjhar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,159,109,"winter",4,1
"1304",1465,1465,686,"2015-04-15","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,51,15,"summer",2,1
"1305",1466,1466,686,"2015-04-17","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,70,12,"summer",2,1
"1306",1467,1467,686,"2015-04-20","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,66,12,"summer",2,1
"1307",1468,1468,686,"2015-04-24","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,76,20,"summer",2,1
"1308",1469,1469,686,"2015-04-27","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,69,18,"summer",2,1
"1309",1470,1470,686,"2015-04-29","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,54,19,"summer",2,1
"1310",1471,1471,686,"2015-05-01","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,54,12,"summer",2,1
"1311",1472,1472,686,"2015-05-05","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,64,15,"summer",2,1
"1312",1473,1473,686,"2015-05-08","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,45,25,"summer",2,1
"1313",1474,1474,686,"2015-05-12","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,61,19,"summer",2,1
"1314",1475,1475,686,"2015-05-19","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,66,23,"summer",2,1
"1315",1476,1476,686,"2015-05-25","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,66,23,"summer",2,1
"1316",1477,1477,686,"2015-05-27","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,83,17,"summer",2,1
"1317",1478,1478,686,"2015-06-02","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,79,16,"summer",2,1
"1318",1479,1479,686,"2015-06-05","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,114,20,"summer",2,1
"1319",1480,1480,686,"2015-06-09","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,66,17,"summer",2,1
"1320",1510,1510,686,"2015-11-11","Odisha","Bhubaneswar","Patrapada, Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,21,329,174,"winter",3,1
"1321",1523,1523,688,"2015-01-05","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,75,22,"winter",1,1
"1322",1524,1524,688,"2015-01-09","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,88,29,"winter",1,1
"1323",1525,1525,688,"2015-01-15","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,154,47,"winter",1,1
"1324",1526,1526,688,"2015-01-27","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,115,55,"winter",1,1
"1325",1527,1527,688,"2015-01-29","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,141,25,"winter",1,1
"1326",1528,1528,688,"2015-01-31","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,125,56,"winter",1,1
"1327",1529,1529,688,"2015-02-04","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,132,49,"winter",1,1
"1328",1530,1530,688,"2015-02-10","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,146,61,"winter",1,1
"1329",1531,1531,688,"2015-02-13","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,61,15,"winter",1,1
