"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"176",176,176,227,"2015-03-06","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,65,63,"summer",1,1
"177",177,177,227,"2015-03-09","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,66,68,"summer",1,1
"178",178,178,227,"2015-03-12","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,70,"summer",1,1
"179",179,179,227,"2015-03-16","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,66,65,"summer",1,1
"180",180,180,227,"2015-03-19","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,63,69,"summer",1,1
"181",181,181,227,"2015-03-23","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,74,72,"summer",1,1
"182",182,182,227,"2015-03-26","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,77,78,"summer",1,1
"183",183,183,227,"2015-03-30","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,80,80,"summer",1,1
"184",184,184,227,"2015-04-02","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,68,65,"summer",2,1
"185",185,185,227,"2015-04-06","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,78,69,"summer",2,1
"186",186,186,227,"2015-04-09","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,82,63,"summer",2,1
"187",187,187,227,"2015-04-13","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,10,68,71,"summer",2,1
"188",188,188,227,"2015-04-16","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,71,68,"summer",2,1
"189",189,189,227,"2015-04-20","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,75,"summer",2,1
"190",190,190,227,"2015-04-23","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,75,52,"summer",2,1
"191",191,191,227,"2015-04-27","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,81,80,"summer",2,1
"192",192,192,227,"2015-04-30","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,81,83,"summer",2,1
"193",193,193,227,"2015-05-04","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,76,45,"summer",2,1
"194",194,194,227,"2015-05-07","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,78,47,"summer",2,1
"195",195,195,227,"2015-05-11","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,42,"summer",2,1
"196",196,196,227,"2015-05-14","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,81,48,"summer",2,1
"197",197,197,227,"2015-05-18","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,41,"summer",2,1
"198",198,198,227,"2015-05-21","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,9,71,40,"summer",2,1
"199",199,199,227,"2015-05-25","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,11,74,43,"summer",2,1
"200",200,200,227,"2015-05-28","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,79,47,"summer",2,1
"201",201,201,227,"2015-06-01","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,61,37,"summer",2,1
"202",202,202,227,"2015-06-04","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,64,39,"summer",2,1
"203",203,203,227,"2015-06-08","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,60,36,"summer",2,1
"204",204,204,227,"2015-06-11","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,69,40,"summer",2,1
"205",205,205,227,"2015-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,65,38,"summer",2,1
"206",206,206,227,"2015-06-18","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,65,39,"summer",2,1
"207",207,207,227,"2015-06-22","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,68,40,"summer",2,1
"208",208,208,227,"2015-06-26","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,66,38,"summer",2,1
"209",209,209,227,"2015-06-29","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,61,36,"summer",2,1
"210",210,210,227,"2015-07-02","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,69,41,"rainy",2,1
"211",211,211,227,"2015-07-06","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,72,43,"rainy",2,1
"212",212,212,227,"2015-07-09","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,65,39,"rainy",2,1
"213",213,213,227,"2015-07-13","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,75,45,"rainy",2,1
"214",214,214,227,"2015-07-16","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,8,71,43,"rainy",2,1
"215",215,215,227,"2015-07-20","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,9,68,41,"rainy",2,1
"216",216,216,227,"2015-07-23","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,73,44,"rainy",2,1
"217",217,217,227,"2015-07-27","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,42,"rainy",2,1
"218",218,218,227,"2015-07-30","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,76,46,"rainy",2,1
"219",219,219,227,"2015-08-03","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,67,38,"rainy",3,1
"220",220,220,227,"2015-08-06","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,69,40,"rainy",3,1
"221",221,221,227,"2015-08-10","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,41,"rainy",3,1
"222",222,222,227,"2015-08-13","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,74,43,"rainy",3,1
"223",223,223,227,"2015-08-17","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,72,42,"rainy",3,1
"224",224,224,227,"2015-08-20","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,75,44,"rainy",3,1
"225",225,225,227,"2015-08-24","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,40,"rainy",3,1
"226",226,226,227,"2015-08-27","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,41,"rainy",3,1
"227",227,227,227,"2015-08-31","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,75,45,"rainy",3,1
"228",228,228,227,"2015-09-03","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,66,39,"rainy",3,1
"229",229,229,227,"2015-09-07","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,69,41,"rainy",3,1
"230",230,230,227,"2015-09-10","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,70,42,"rainy",3,1
"231",231,231,227,"2015-09-14","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,68,40,"rainy",3,1
"232",232,232,227,"2015-09-17","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,66,38,"rainy",3,1
"233",233,233,227,"2015-09-21","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,68,39,"rainy",3,1
"234",234,234,227,"2015-09-24","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,70,42,"rainy",3,1
"235",235,235,227,"2015-09-28","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,71,40,"rainy",3,1
"236",236,236,227,"2015-10-05","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,70,41,"winter",3,1
"237",237,237,227,"2015-10-08","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,77,45,"winter",3,1
"238",238,238,227,"2015-10-12","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,12,86,49,"winter",3,1
"239",239,239,227,"2015-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,12,84,46,"winter",3,1
"240",240,240,227,"2015-10-19","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,83,47,"winter",3,1
"241",241,241,227,"2015-10-22","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,12,94,55,"winter",3,1
"242",242,242,227,"2015-10-26","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,91,52,"winter",3,1
"243",243,243,227,"2015-10-29","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,83,48,"winter",3,1
"244",261,261,228,"2015-03-02","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,51,27,"summer",1,1
"245",262,262,228,"2015-03-04","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,23,55,23,"summer",1,1
"246",263,263,228,"2015-03-09","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,61,31,"summer",1,1
"247",264,264,228,"2015-03-11","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,57,25,"summer",1,1
"248",265,265,228,"2015-03-16","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,21,47,32,"summer",1,1
"249",266,266,228,"2015-03-18","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,53,26,"summer",1,1
"250",267,267,228,"2015-03-23","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,24,62,29,"summer",1,1
"251",268,268,228,"2015-03-25","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,52,34,"summer",1,1
"252",269,269,228,"2015-03-30","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,57,30,"summer",1,1
"253",270,270,228,"2015-04-04","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,21,59,32,"summer",2,1
"254",271,271,228,"2015-04-06","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,19,42,14,"summer",2,1
"255",272,272,228,"2015-04-11","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,21,68,38,"summer",2,1
"256",273,273,228,"2015-04-13","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,18,32,10,"summer",2,1
"257",274,274,228,"2015-04-18","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,63,41,"summer",2,1
"258",275,275,228,"2015-04-20","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,24,65,37,"summer",2,1
"259",276,276,228,"2015-04-25","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,18,36,15,"summer",2,1
"260",277,277,228,"2015-04-27","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,57,24,"summer",2,1
"261",278,278,228,"2015-05-04","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,20,39,21,"summer",2,1
"262",279,279,228,"2015-05-06","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,56,43,"summer",2,1
"263",280,280,228,"2015-05-11","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,24,66,36,"summer",2,1
